trip_id,stop_id,arrival_time,departure_time,timestamp
block_141_trip_16_service_1,stop_58_8202,2025-04-28 20:50:33,2025-04-28 20:50:33,2025-04-28 20:49:33.372725
block_141_trip_16_service_1,stop_61_8502,2025-04-28 20:51:33,2025-04-28 20:51:33,2025-04-28 20:49:33.372725
block_141_trip_16_service_1,stop_1021_253002,2025-04-28 20:53:33,2025-04-28 20:53:33,2025-04-28 20:49:33.372725
block_141_trip_16_service_1,stop_1024_253302,2025-04-28 20:54:33,2025-04-28 20:54:33,2025-04-28 20:49:33.372725
block_141_trip_16_service_1,stop_105_13702,2025-04-28 20:56:33,2025-04-28 20:56:33,2025-04-28 20:49:33.372725
block_141_trip_16_service_1,stop_2309_345906,2025-04-28 20:57:33,2025-04-28 20:57:33,2025-04-28 20:49:33.372725
block_141_trip_16_service_1,stop_2309_345903,2025-04-28 20:58:33,2025-04-28 20:58:33,2025-04-28 20:49:33.372725
block_141_trip_16_service_1,stop_103_13507,2025-04-28 20:59:33,2025-04-28 20:59:33,2025-04-28 20:49:33.372725
block_141_trip_16_service_1,stop_2537_358801,2025-04-28 21:01:33,2025-04-28 21:01:33,2025-04-28 20:49:33.372725
block_141_trip_16_service_1,stop_1015_252401,2025-04-28 21:02:33,2025-04-28 21:02:33,2025-04-28 20:49:33.372725
block_141_trip_16_service_1,stop_3_501,2025-04-28 21:03:33,2025-04-28 21:03:33,2025-04-28 20:49:33.372725
block_141_trip_16_service_1,stop_1260_290801,2025-04-28 21:04:33,2025-04-28 21:04:33,2025-04-28 20:49:33.372725
block_141_trip_16_service_1,stop_1261_290901,2025-04-28 21:05:33,2025-04-28 21:05:33,2025-04-28 20:49:33.372725
block_141_trip_16_service_1,stop_4_701,2025-04-28 21:06:33,2025-04-28 21:06:33,2025-04-28 20:49:33.372725
block_141_trip_16_service_1,stop_2513_356401,2025-04-28 21:07:33,2025-04-28 21:07:33,2025-04-28 20:49:33.372725
block_141_trip_16_service_1,stop_2514_356501,2025-04-28 21:08:33,2025-04-28 21:08:33,2025-04-28 20:49:33.372725
block_141_trip_16_service_1,stop_2512_356001,2025-04-28 21:10:33,,2025-04-28 20:49:33.372725
block_141_trip_17_service_1,stop_2512_356001,,2025-04-28 21:33:00,2025-04-28 20:49:33.372725
block_141_trip_17_service_1,stop_2514_356502,2025-04-28 21:34:00,2025-04-28 21:34:00,2025-04-28 20:49:33.372725
block_141_trip_17_service_1,stop_2513_356402,2025-04-28 21:35:00,2025-04-28 21:35:00,2025-04-28 20:49:33.372725
block_141_trip_17_service_1,stop_4_702,2025-04-28 21:36:00,2025-04-28 21:36:00,2025-04-28 20:49:33.372725
block_141_trip_17_service_1,stop_1261_290902,2025-04-28 21:37:00,2025-04-28 21:37:00,2025-04-28 20:49:33.372725
block_141_trip_17_service_1,stop_1260_290802,2025-04-28 21:38:00,2025-04-28 21:38:00,2025-04-28 20:49:33.372725
