trip_id,stop_id,arrival_time,departure_time,timestamp
block_193_trip_10_service_1,stop_237_31903,2025-04-28 17:45:35,2025-04-28 17:45:35,2025-04-28 17:45:40.595567
block_193_trip_10_service_1,stop_1654_314105,2025-04-28 17:46:35,2025-04-28 17:46:35,2025-04-28 17:45:40.595567
block_193_trip_10_service_1,stop_1626_311101,2025-04-28 17:48:35,2025-04-28 17:48:35,2025-04-28 17:45:40.595567
block_193_trip_10_service_1,stop_55_7903,2025-04-28 17:50:35,2025-04-28 17:50:35,2025-04-28 17:45:40.595567
block_193_trip_10_service_1,stop_2616_363801,2025-04-28 17:52:35,2025-04-28 17:52:35,2025-04-28 17:45:40.595567
block_193_trip_10_service_1,stop_50_7103,2025-04-28 17:54:35,2025-04-28 17:54:35,2025-04-28 17:45:40.595567
block_193_trip_10_service_1,stop_51_7306,2025-04-28 17:56:35,2025-04-28 17:56:35,2025-04-28 17:45:40.595567
block_193_trip_10_service_1,stop_1089_260807,2025-04-28 17:59:35,,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_1089_260807,,2025-04-28 18:00:35,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_51_7301,2025-04-28 18:02:35,2025-04-28 18:02:35,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_50_7104,2025-04-28 18:05:35,2025-04-28 18:05:35,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_2616_363802,2025-04-28 18:07:35,2025-04-28 18:07:35,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_55_7904,2025-04-28 18:09:35,2025-04-28 18:09:35,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_1626_311102,2025-04-28 18:11:35,2025-04-28 18:11:35,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_1654_314104,2025-04-28 18:13:35,2025-04-28 18:13:35,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_237_31904,2025-04-28 18:14:35,2025-04-28 18:14:35,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_240_32601,2025-04-28 18:15:35,2025-04-28 18:15:35,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_2108_333803,2025-04-28 18:17:35,2025-04-28 18:17:35,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_1200_280801,2025-04-28 18:18:35,2025-04-28 18:18:35,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_432_61003,2025-04-28 18:23:35,2025-04-28 18:23:35,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_438_61901,2025-04-28 18:25:35,2025-04-28 18:25:35,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_892_125501,2025-04-28 18:26:35,2025-04-28 18:26:35,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_439_62001,2025-04-28 18:28:35,2025-04-28 18:28:35,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_445_62802,2025-04-28 18:29:35,2025-04-28 18:29:35,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_891_125404,2025-04-28 18:30:35,2025-04-28 18:30:35,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_2596_362002,2025-04-28 18:32:35,2025-04-28 18:32:35,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_641_92301,2025-04-28 18:33:35,2025-04-28 18:33:35,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_1749_317602,2025-04-28 18:35:35,2025-04-28 18:35:35,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_526_74302,2025-04-28 18:36:35,2025-04-28 18:36:35,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_524_74102,2025-04-28 18:38:35,2025-04-28 18:38:35,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_499_71102,2025-04-28 18:39:35,2025-04-28 18:39:35,2025-04-28 17:45:40.595567
block_193_trip_11_service_1,stop_498_71002,2025-04-28 18:40:35,,2025-04-28 17:45:40.595567
block_104_trip_10_service_1,stop_2960_372303,2025-04-28 17:45:43,2025-04-28 17:45:43,2025-04-28 17:45:40.595567
block_104_trip_10_service_1,stop_3079_378701,2025-04-28 17:47:43,2025-04-28 17:47:43,2025-04-28 17:45:40.595567
block_104_trip_10_service_1,stop_32_4301,2025-04-28 17:50:43,2025-04-28 17:50:43,2025-04-28 17:45:40.595567
block_104_trip_10_service_1,stop_1019_252801,2025-04-28 17:52:43,2025-04-28 17:52:43,2025-04-28 17:45:40.595567
block_104_trip_10_service_1,stop_38_5604,2025-04-28 17:54:43,2025-04-28 17:54:43,2025-04-28 17:45:40.595567
block_104_trip_10_service_1,stop_1535_306902,2025-04-28 17:58:43,2025-04-28 17:58:43,2025-04-28 17:45:40.595567
block_104_trip_10_service_1,stop_65_9001,2025-04-28 18:00:43,2025-04-28 18:00:43,2025-04-28 17:45:40.595567
block_104_trip_10_service_1,stop_60_8405,2025-04-28 18:02:43,2025-04-28 18:02:43,2025-04-28 17:45:40.595567
block_104_trip_10_service_1,stop_58_8201,2025-04-28 18:04:43,2025-04-28 18:04:43,2025-04-28 17:45:40.595567
block_104_trip_10_service_1,stop_1230_287802,2025-04-28 18:06:43,2025-04-28 18:06:43,2025-04-28 17:45:40.595567
