vehicle_id,trip_id,route_id,latitude,longitude,bearing,speed,timestamp,stop_id,current_stop_sequence,current_date,day
8,block_96_trip_15_service_1,,50.08278274536133,19.915590286254883,180.0,0.0,2025-04-28 20:43:20,stop_1535_306902,6,2025-04-28,1
10,block_142_trip_15_service_1,,50.01481246948242,19.970312118530273,135.0,0.0,2025-04-28 20:43:24,stop_502_71604,29,2025-04-28,1
16,block_100_trip_13_service_1,,50.01041793823242,20.009374618530273,315.0,0.0,2025-04-28 20:43:20,stop_1068_258602,1,2025-04-28,1
17,block_104_trip_12_service_1,,50.038230895996094,19.938541412353516,135.0,0.0,2025-04-28 20:43:17,stop_432_61003,18,2025-04-28,1
18,block_135_trip_13_service_1,,50.01481246948242,19.970312118530273,135.0,0.0,2025-04-28 20:43:22,stop_502_71604,29,2025-04-28,1
19,block_136_trip_14_service_1,,50.048912048339844,19.931528091430664,180.0,0.0,2025-04-28 20:43:21,stop_2108_333803,21,2025-04-28,1
20,block_137_trip_15_service_1,,50.081642150878906,19.888402938842773,90.0,0.0,2025-04-28 20:43:22,stop_2309_345904,10,2025-04-28,1
21,block_191_trip_18_service_1,,50.018436431884766,19.951631546020508,45.0,0.0,2025-04-28 20:43:21,stop_641_92302,6,2025-04-28,1
23,block_141_trip_16_service_1,,50.056339263916016,19.9271183013916,0.0,0.0,2025-04-28 20:43:20,stop_237_31903,11,2025-04-28,1
24,block_194_trip_16_service_1,,50.00447463989258,19.960416793823242,90.0,0.0,2025-04-28 20:43:23,stop_498_71002,1,2025-04-28,1
29,block_170_trip_13_service_1,,50.02886962890625,19.956111907958984,45.0,0.0,2025-04-28 20:43:20,stop_439_62001,19,2025-04-28,1
33,block_171_trip_15_service_1,,50.06788635253906,19.917360305786133,90.0,0.0,2025-04-28 20:43:25,stop_1230_287802,9,2025-04-28,1
34,block_172_trip_15_service_1,,50.08665466308594,19.908889770507812,180.0,0.0,2025-04-28 20:43:24,stop_36_5401,1,2025-04-28,1
37,block_174_trip_14_service_1,,50.0755615234375,19.888750076293945,0.0,0.0,2025-04-28 20:43:16,stop_105_13702,22,2025-04-28,1
42,block_102_trip_14_service_1,,50.008277893066406,20.009931564331055,225.0,0.0,2025-04-28 20:43:23,stop_639_92002,29,2025-04-28,1
46,block_196_trip_18_service_1,,50.004608154296875,19.959409713745117,90.0,0.0,2025-04-28 20:43:19,stop_498_71002,23,2025-04-28,1
47,block_199_trip_19_service_1,,50.07175827026367,19.92878532409668,225.0,0.0,2025-04-28 20:43:23,stop_55_7904,4,2025-04-28,1
50,block_140_trip_16_service_1,,50.08064270019531,19.862396240234375,270.0,0.0,2025-04-28 20:43:25,stop_1260_290801,24,2025-04-28,1
51,block_203_trip_16_service_1,,50.064334869384766,19.924617767333984,0.0,0.0,2025-04-28 20:43:24,stop_1626_311101,20,2025-04-28,1
56,block_488_trip_12_service_1,,50.01395034790039,19.998750686645508,135.0,0.0,2025-04-28 20:43:25,stop_1068_258601,19,2025-04-28,1
57,block_147_trip_16_service_1,,50.09579086303711,19.947534561157227,90.0,0.0,2025-04-28 20:43:16,stop_24_3305,26,2025-04-28,1
58,block_492_trip_13_service_1,,50.06868362426758,19.925832748413086,225.0,0.0,2025-04-28 20:43:16,stop_55_7904,11,2025-04-28,1
61,block_485_trip_14_service_1,,50.07073211669922,19.929096221923828,45.0,0.0,2025-04-28 20:43:18,stop_50_7103,13,2025-04-28,1
71,block_200_trip_17_service_1,,50.06779479980469,19.94527816772461,0.0,0.0,2025-04-28 20:43:17,stop_1089_260807,1,2025-04-28,1
75,block_155_trip_15_service_1,,50.07872772216797,19.949583053588867,225.0,0.0,2025-04-28 20:43:24,stop_92_12202,13,2025-04-28,1
76,block_153_trip_17_service_1,,50.04328536987305,19.934410095214844,180.0,0.0,2025-04-28 20:43:23,stop_1200_280801,24,2025-04-28,1
77,block_152_trip_21_service_1,,50.02315139770508,19.96038246154785,180.0,0.0,2025-04-28 20:43:20,stop_446_62901,1,2025-04-28,1
78,block_151_trip_17_service_1,,50.06358337402344,19.924097061157227,0.0,0.0,2025-04-28 20:43:24,stop_1626_311101,20,2025-04-28,1
79,block_149_trip_18_service_1,,50.1046028137207,19.963472366333008,315.0,0.0,2025-04-28 20:43:16,stop_3077_378504,36,2025-04-28,1
81,block_198_trip_19_service_1,,50.020599365234375,19.95541763305664,270.0,0.0,2025-04-28 20:43:16,stop_2596_362002,17,2025-04-28,1
115,block_349_trip_26_service_1,,50.096744537353516,19.974306106567383,315.0,0.0,2025-04-28 20:43:20,stop_73_10101,1,2025-04-28,1
118,block_406_trip_21_service_1,,50.1114616394043,19.965763092041016,180.0,0.0,2025-04-28 20:43:23,stop_3076_378302,14,2025-04-28,1
125,block_117_trip_31_service_1,,50.01463317871094,20.041597366333008,180.0,0.0,2025-04-28 20:43:25,stop_1905_323402,6,2025-04-28,1
126,block_300_trip_21_service_1,,50.02540588378906,19.957916259765625,0.0,0.0,2025-04-28 20:43:22,stop_448_63204,17,2025-04-28,1
129,block_356_trip_36_service_1,,50.011558532714844,19.926353454589844,45.0,0.0,2025-04-28 20:43:17,stop_530_74704,1,2025-04-28,1
132,block_24_trip_42_service_1,,50.01129150390625,19.926719665527344,0.0,0.0,2025-04-28 20:43:22,stop_530_74704,1,2025-04-28,1
134,block_26_trip_24_service_1,,50.08927536010742,20.040311813354492,270.0,0.0,2025-04-28 20:43:26,stop_290_39701,8,2025-04-28,1
137,block_94_trip_44_service_1,,50.074832916259766,19.936180114746094,180.0,0.0,2025-04-28 20:43:20,stop_50_7186,1,2025-04-28,1
139,block_27_trip_25_service_1,,50.07503890991211,20.03420066833496,45.0,0.0,2025-04-28 20:43:16,stop_300_41501,21,2025-04-28,1
142,block_93_trip_43_service_1,,50.083648681640625,19.930416107177734,90.0,0.0,2025-04-28 20:43:25,stop_43_6104,6,2025-04-28,1
144,block_393_trip_22_service_1,,50.104217529296875,19.963333129882812,90.0,0.0,2025-04-28 20:43:21,stop_3077_378504,1,2025-04-28,1
145,block_130_trip_18_service_1,,50.05583572387695,20.193471908569336,270.0,0.0,2025-04-28 20:43:23,stop_388_54102,16,2025-04-28,1
201,block_382_trip_22_service_1,,49.93755340576172,19.766319274902344,135.0,0.0,2025-04-28 20:43:22,stop_2410_348202,19,2025-04-28,1
224,block_411_trip_25_service_1,,50.06770324707031,19.848854064941406,90.0,0.0,2025-04-28 20:43:22,stop_118_15101,2,2025-04-28,1
227,block_111_trip_41_service_1,,50.013790130615234,19.914756774902344,45.0,0.0,2025-04-28 20:43:24,stop_531_74802,6,2025-04-28,1
229,block_346_trip_13_service_1,,50.038936614990234,19.834999084472656,90.0,0.0,2025-04-28 20:43:21,stop_198_26302,30,2025-04-28,1
230,block_413_trip_24_service_1,,50.05695343017578,19.906978607177734,270.0,0.0,2025-04-28 20:43:16,stop_667_96301,5,2025-04-28,1
231,block_412_trip_24_service_1,,50.0716438293457,19.800207138061523,270.0,0.0,2025-04-28 20:43:15,stop_1215_286101,1,2025-04-28,1
