vehicle_id,trip_id,route_id,latitude,longitude,bearing,speed,timestamp,stop_id,current_stop_sequence,current_date,day
8,block_96_trip_17_service_1,,50.075130462646484,19.91691017150879,180.0,0.0,2025-04-28 22:48:11,stop_60_8405,8,2025-04-28,1
16,block_100_trip_15_service_1,,50.02317428588867,19.980728149414062,315.0,0.0,2025-04-28 22:48:12,stop_443_62502,5,2025-04-28,1
17,block_104_trip_14_service_1,,50.029052734375,19.95371437072754,135.0,0.0,2025-04-28 22:48:08,stop_892_125501,20,2025-04-28,1
19,block_136_trip_16_service_1,,50.0339241027832,19.945659637451172,135.0,0.0,2025-04-28 22:48:06,stop_890_125302,24,2025-04-28,1
20,block_137_trip_17_service_1,,50.076473236083984,19.888437271118164,180.0,0.0,2025-04-28 22:48:13,stop_1024_253301,12,2025-04-28,1
21,block_191_trip_20_service_1,,50.07155227661133,19.93052101135254,45.0,0.0,2025-04-28 22:48:11,stop_2616_363801,22,2025-04-28,1
23,block_141_trip_18_service_1,,50.0152473449707,19.96989631652832,270.0,0.0,2025-04-28 22:48:07,stop_501_71503,1,2025-04-28,1
24,block_194_trip_18_service_1,,50.048458099365234,19.933124542236328,315.0,0.0,2025-04-28 22:48:07,stop_2108_333804,15,2025-04-28,1
29,block_170_trip_15_service_1,,50.05852508544922,19.925312042236328,135.0,0.0,2025-04-28 22:48:07,stop_1654_314104,12,2025-04-28,1
33,block_171_trip_17_service_1,,50.086631774902344,19.908889770507812,180.0,0.0,2025-04-28 22:48:06,stop_36_5401,1,2025-04-28,1
34,block_172_trip_16_service_1,,50.088111877441406,19.898542404174805,90.0,0.0,2025-04-28 22:48:06,stop_580_82201,25,2025-04-28,1
37,block_174_trip_16_service_1,,50.04337692260742,19.9351749420166,0.0,0.0,2025-04-28 22:48:08,stop_1200_280802,13,2025-04-28,1
43,block_146_trip_15_service_1,,50.1049690246582,19.964374542236328,180.0,0.0,2025-04-28 22:48:05,stop_3077_378502,1,2025-04-28,1
46,block_196_trip_21_service_1,,50.00447463989258,19.960451126098633,90.0,0.0,2025-04-28 22:48:07,stop_499_71101,1,2025-04-28,1
47,block_199_trip_22_service_1,,50.00456237792969,19.95979118347168,90.0,0.0,2025-04-28 22:48:07,stop_499_71101,1,2025-04-28,1
50,block_140_trip_18_service_1,,50.06747817993164,19.91868019104004,315.0,0.0,2025-04-28 22:48:09,stop_58_8202,13,2025-04-28,1
51,block_203_trip_19_service_1,,50.058685302734375,19.925207138061523,135.0,0.0,2025-04-28 22:48:11,stop_1654_314104,7,2025-04-28,1
56,block_488_trip_14_service_1,,50.01292419433594,20.015485763549805,180.0,0.0,2025-04-28 22:48:06,stop_1063_258102,22,2025-04-28,1
58,block_492_trip_15_service_1,,50.04207992553711,19.935277938842773,135.0,0.0,2025-04-28 22:48:11,stop_432_61003,15,2025-04-28,1
61,block_485_trip_16_service_1,,50.08927536010742,19.957778930664062,45.0,0.0,2025-04-28 22:48:04,stop_1628_311303,17,2025-04-28,1
71,block_200_trip_19_service_1,,50.013309478759766,19.94940948486328,180.0,0.0,2025-04-28 22:48:13,stop_526_74302,20,2025-04-28,1
75,block_155_trip_18_service_1,,50.06888961791992,19.92656135559082,0.0,0.0,2025-04-28 22:48:11,stop_55_7903,21,2025-04-28,1
76,block_153_trip_19_service_1,,50.071964263916016,19.929096221923828,225.0,0.0,2025-04-28 22:48:11,stop_2616_363802,17,2025-04-28,1
78,block_151_trip_19_service_1,,50.02608871459961,19.97368049621582,45.0,0.0,2025-04-28 22:48:04,stop_443_62502,4,2025-04-28,1
79,block_149_trip_20_service_1,,50.09635925292969,19.9621524810791,0.0,0.0,2025-04-28 22:48:05,stop_2962_372501,29,2025-04-28,1
80,block_148_trip_19_service_1,,50.02684020996094,19.969825744628906,90.0,0.0,2025-04-28 22:48:13,stop_443_62501,29,2025-04-28,1
115,block_349_trip_29_service_1,,50.12123107910156,20.050729751586914,90.0,0.0,2025-04-28 22:48:08,stop_1333_298802,1,2025-04-28,1
118,block_406_trip_24_service_1,,50.12007141113281,19.967777252197266,90.0,0.0,2025-04-28 22:48:06,stop_127_16501,5,2025-04-28,1
125,block_117_trip_35_service_1,,50.01287841796875,20.015382766723633,180.0,0.0,2025-04-28 22:48:04,stop_1063_258102,1,2025-04-28,1
132,block_24_trip_48_service_1,,50.00144958496094,19.921791076660156,0.0,0.0,2025-04-28 22:48:13,stop_541_75901,3,2025-04-28,1
134,block_26_trip_27_service_1,,50.07499313354492,20.034027099609375,45.0,0.0,2025-04-28 22:48:13,stop_300_41501,20,2025-04-28,1
139,block_27_trip_28_service_1,,50.0958137512207,20.05180549621582,90.0,0.0,2025-04-28 22:48:09,stop_1095_261902,13,2025-04-28,1
142,block_14_trip_21_service_1,,50.09180450439453,20.03295135498047,45.0,0.0,2025-04-28 22:48:04,stop_333_382405,32,2025-04-28,1
144,block_393_trip_24_service_1,,50.14043426513672,19.970277786254883,0.0,0.0,2025-04-28 22:48:09,stop_245_33203,9,2025-04-28,1
145,block_130_trip_20_service_1,,50.07283020019531,20.117708206176758,90.0,0.0,2025-04-28 22:48:04,stop_2810_368002,1,2025-04-28,1
224,block_411_trip_28_service_1,,50.06510925292969,19.878021240234375,270.0,0.0,2025-04-28 22:48:10,stop_667_96301,5,2025-04-28,1
229,block_346_trip_15_service_1,,50.03547286987305,19.771562576293945,135.0,0.0,2025-04-28 22:48:13,stop_1251_289902,20,2025-04-28,1
230,block_413_trip_27_service_1,,50.05649948120117,19.90566062927246,90.0,0.0,2025-04-28 22:48:10,stop_1654_314104,4,2025-04-28,1
231,block_412_trip_27_service_1,,50.046112060546875,19.932950973510742,180.0,0.0,2025-04-28 22:48:12,stop_2108_333802,1,2025-04-28,1
232,block_414_trip_27_service_1,,50.07168960571289,19.800174713134766,270.0,0.0,2025-04-28 22:48:05,stop_1215_286101,1,2025-04-28,1
233,block_216_trip_44_service_1,,50.0070686340332,19.90510368347168,180.0,0.0,2025-04-28 22:48:14,stop_536_75301,10,2025-04-28,1
234,block_223_trip_23_service_1,,50.06574630737305,19.924270629882812,180.0,0.0,2025-04-28 22:48:10,stop_1626_311102,5,2025-04-28,1
237,block_116_trip_30_service_1,,50.00934982299805,20.00371551513672,270.0,0.0,2025-04-28 22:48:10,stop_2175_338401,1,2025-04-28,1
238,block_266_trip_17_service_1,,50.0118293762207,20.005035400390625,315.0,0.0,2025-04-28 22:48:07,stop_2174_338301,7,2025-04-28,1
239,block_366_trip_24_service_1,,50.01848220825195,19.888992309570312,0.0,0.0,2025-04-28 22:48:09,stop_1362_303804,1,2025-04-28,1
242,block_126_trip_24_service_1,,50.042171478271484,19.963056564331055,180.0,0.0,2025-04-28 22:48:07,stop_1731_315806,1,2025-04-28,1
243,block_131_trip_29_service_1,,49.97126388549805,19.829235076904297,180.0,0.0,2025-04-28 22:48:13,stop_982_247301,13,2025-04-28,1
244,block_322_trip_18_service_1,,50.011512756347656,19.926389694213867,45.0,0.0,2025-04-28 22:48:14,stop_530_74704,1,2025-04-28,1
245,block_291_trip_21_service_1,,50.04606628417969,19.932777404785156,180.0,0.0,2025-04-28 22:48:08,stop_1201_281201,1,2025-04-28,1
246,block_345_trip_15_service_1,,50.052513122558594,19.914306640625,90.0,0.0,2025-04-28 22:48:04,stop_230_31104,25,2025-04-28,1
248,block_187_trip_32_service_1,,50.011695861816406,19.92677116394043,270.0,0.0,2025-04-28 22:48:13,stop_530_74704,17,2025-04-28,1
251,block_405_trip_23_service_1,,49.926483154296875,19.73579978942871,90.0,0.0,2025-04-28 22:48:10,stop_2103_333301,1,2025-04-28,1
259,block_409_trip_19_service_1,,50.07838821411133,19.880104064941406,180.0,0.0,2025-04-28 22:47:57,stop_103_13505,26,2025-04-28,1
260,block_218_trip_19_service_1,,50.05665588378906,19.906700134277344,90.0,0.0,2025-04-28 22:48:06,stop_235_31701,18,2025-04-28,1
262,block_401_trip_29_service_1,,50.08779525756836,19.931875228881836,45.0,0.0,2025-04-28 22:48:12,stop_2961_372404,14,2025-04-28,1
266,block_317_trip_14_service_1,,50.13902282714844,20.111909866333008,315.0,0.0,2025-04-28 22:48:13,stop_1345_300201,17,2025-04-28,1
268,block_365_trip_21_service_1,,50.166446685791016,20.15538215637207,135.0,0.0,2025-04-28 22:48:07,stop_2563_358301,1,2025-04-28,1
270,block_145_trip_56_service_1,,50.09025573730469,19.903785705566406,0.0,0.0,2025-04-28 22:48:12,stop_1542_307302,6,2025-04-28,1
273,block_340_trip_20_service_1,,50.1161994934082,19.799652099609375,180.0,0.0,2025-04-28 22:48:09,stop_2456_351602,3,2025-04-28,1
275,block_343_trip_19_service_1,,50.10442352294922,19.855728149414062,135.0,0.0,2025-04-28 22:48:08,stop_2159_299002,16,2025-04-28,1
276,block_342_trip_18_service_1,,50.0863151550293,19.891597747802734,0.0,0.0,2025-04-28 22:48:07,stop_7_1202,2,2025-04-28,1
277,block_325_trip_19_service_1,,50.078250885009766,19.87986183166504,180.0,0.0,2025-04-28 22:48:05,stop_103_13506,27,2025-04-28,1
278,block_512_trip_6_service_1,,50.091552734375,20.03204917907715,135.0,0.0,2025-04-28 22:48:12,stop_571_81101,17,2025-04-28,1
279,block_296_trip_14_service_1,,50.09654235839844,20.065868377685547,0.0,0.0,2025-04-28 22:48:11,stop_3060_377502,8,2025-04-28,1
280,block_309_trip_24_service_1,,50.0811653137207,19.88076400756836,0.0,0.0,2025-04-28 22:48:05,stop_103_13505,1,2025-04-28,1
285,block_269_trip_27_service_1,,50.11549377441406,19.94239616394043,180.0,0.0,2025-04-28 22:48:08,stop_20_2903,9,2025-04-28,1
290,block_127_trip_17_service_1,,50.07453918457031,20.136110305786133,270.0,0.0,2025-04-28 22:48:11,stop_2806_367601,27,2025-04-28,1
291,block_461_trip_24_service_1,,50.07485580444336,19.936111450195312,180.0,0.0,2025-04-28 22:48:06,stop_50_7186,1,2025-04-28,1
299,block_460_trip_20_service_1,,50.12940979003906,19.916839599609375,315.0,0.0,2025-04-28 22:48:12,stop_137_18301,7,2025-04-28,1
302,block_333_trip_26_service_1,,49.968482971191406,19.830034255981445,135.0,0.0,2025-04-28 22:48:08,stop_549_77901,20,2025-04-28,1
303,block_350_trip_20_service_1,,49.91026306152344,19.79781150817871,315.0,0.0,2025-04-28 22:48:10,stop_959_133602,31,2025-04-28,1
305,block_73_trip_32_service_1,,50.06494903564453,19.87586784362793,225.0,0.0,2025-04-28 22:48:13,stop_111_14401,9,2025-04-28,1
308,block_449_trip_19_service_1,,50.071441650390625,19.890832901000977,90.0,0.0,2025-04-28 22:48:12,stop_1021_253001,13,2025-04-28,1
311,block_244_trip_23_service_1,,50.04023361206055,20.000728607177734,225.0,0.0,2025-04-28 22:48:11,stop_2078_331005,1,2025-04-28,1
313,block_379_trip_16_service_1,,50.063514709472656,19.67305564880371,270.0,0.0,2025-04-28 22:48:07,stop_1564_310301,27,2025-04-28,1
315,block_337_trip_21_service_1,,50.01121520996094,19.926944732666016,0.0,0.0,2025-04-28 22:48:06,stop_530_74704,22,2025-04-28,1
319,block_77_trip_25_service_1,,49.971923828125,19.9507999420166,270.0,0.0,2025-04-28 22:48:06,stop_507_72103,2,2025-04-28,1
321,block_542_trip_8_service_1,,50.08856964111328,19.931230545043945,0.0,0.0,2025-04-28 22:48:05,stop_2961_372404,1,2025-04-28,1
322,block_399_trip_23_service_1,,50.11952209472656,19.82517433166504,135.0,0.0,2025-04-28 22:48:09,stop_708_101601,10,2025-04-28,1
325,block_372_trip_18_service_1,,50.088409423828125,19.931076049804688,270.0,0.0,2025-04-28 22:48:11,stop_2961_372407,1,2025-04-28,1
326,block_157_trip_37_service_1,,50.072784423828125,20.117778778076172,90.0,0.0,2025-04-28 22:48:07,stop_0_0,15,2025-04-28,1
328,block_221_trip_20_service_1,,50.067386627197266,19.822917938232422,225.0,0.0,2025-04-28 22:48:11,stop_1025_253402,23,2025-04-28,1
335,block_11_trip_38_service_1,,50.02460861206055,19.95916748046875,180.0,0.0,2025-04-28 22:48:13,stop_891_125404,15,2025-04-28,1
336,block_463_trip_25_service_1,,50.14027404785156,19.897674560546875,135.0,0.0,2025-04-28 22:48:08,stop_3080_378802,8,2025-04-28,1
337,block_13_trip_37_service_1,,49.97987365722656,19.990034103393555,0.0,0.0,2025-04-28 22:48:06,stop_493_69901,1,2025-04-28,1
338,block_186_trip_32_service_1,,49.983154296875,19.92072868347168,0.0,0.0,2025-04-28 22:48:07,stop_1540_307402,8,2025-04-28,1
340,block_462_trip_22_service_1,,50.08578872680664,19.96788215637207,225.0,0.0,2025-04-28 22:48:07,stop_50_7103,16,2025-04-28,1
346,block_370_trip_26_service_1,,50.01142120361328,19.926700592041016,45.0,0.0,2025-04-28 22:48:05,stop_530_74704,1,2025-04-28,1
412,block_521_trip_5_service_1,,50.0784797668457,19.970693588256836,45.0,0.0,2025-04-28 22:48:10,stop_89_11901,7,2025-04-28,1
426,block_161_trip_18_service_1,,50.08578872680664,19.980764389038086,90.0,0.0,2025-04-28 22:48:08,stop_3217_385202,17,2025-04-28,1
427,block_530_trip_43_service_1,,50.074378967285156,20.01506805419922,90.0,0.0,2025-04-28 22:48:10,stop_669_96501,9,2025-04-28,1
430,block_482_trip_22_service_1,,50.066314697265625,19.940174102783203,270.0,0.0,2025-04-28 22:48:14,stop_53_7702,11,2025-04-28,1
432,block_481_trip_23_service_1,,50.058067321777344,19.92194366455078,315.0,0.0,2025-04-28 22:48:07,stop_1007_250102,1,2025-04-28,1
