vehicle_id,trip_id,route_id,latitude,longitude,bearing,speed,timestamp,stop_id,current_stop_sequence,current_date,day
8,block_96_trip_17_service_1,,50.053924560546875,19.928438186645508,135.0,0.0,2025-04-28 22:57:43,stop_240_32601,15,2025-04-28,1
16,block_100_trip_15_service_1,,50.043060302734375,19.93520736694336,0.0,0.0,2025-04-28 22:57:44,stop_1200_280802,11,2025-04-28,1
17,block_104_trip_14_service_1,,50.01376724243164,19.998958587646484,135.0,0.0,2025-04-28 22:57:43,stop_1068_258601,27,2025-04-28,1
19,block_136_trip_16_service_1,,50.01508712768555,19.971181869506836,0.0,0.0,2025-04-28 22:57:41,stop_502_71604,29,2025-04-28,1
20,block_137_trip_17_service_1,,50.06412887573242,19.923646926879883,180.0,0.0,2025-04-28 22:57:41,stop_1626_311102,17,2025-04-28,1
21,block_191_trip_21_service_1,,50.07004928588867,19.945173263549805,0.0,0.0,2025-04-28 22:57:44,stop_51_7301,1,2025-04-28,1
23,block_141_trip_18_service_1,,50.03731918334961,19.939895629882812,315.0,0.0,2025-04-28 22:57:41,stop_432_61006,7,2025-04-28,1
24,block_194_trip_18_service_1,,50.07080078125,19.929235458374023,45.0,0.0,2025-04-28 22:57:37,stop_2616_363801,21,2025-04-28,1
29,block_170_trip_15_service_1,,50.0339241027832,19.945693969726562,135.0,0.0,2025-04-28 22:57:41,stop_438_61901,17,2025-04-28,1
33,block_171_trip_17_service_1,,50.07141876220703,19.891006469726562,90.0,0.0,2025-04-28 22:57:39,stop_1024_253301,6,2025-04-28,1
34,block_172_trip_17_service_1,,50.08665466308594,19.908889770507812,180.0,0.0,2025-04-28 22:57:36,stop_36_5401,1,2025-04-28,1
37,block_174_trip_16_service_1,,50.06804656982422,19.91291618347168,315.0,0.0,2025-04-28 22:57:41,stop_58_8202,18,2025-04-28,1
43,block_146_trip_15_service_1,,50.0910530090332,19.944374084472656,180.0,0.0,2025-04-28 22:57:38,stop_27_3602,8,2025-04-28,1
46,block_196_trip_21_service_1,,50.0244255065918,19.960729598999023,0.0,0.0,2025-04-28 22:57:38,stop_445_62801,9,2025-04-28,1
47,block_199_trip_22_service_1,,50.004520416259766,19.959964752197266,90.0,0.0,2025-04-28 22:57:38,stop_499_71101,1,2025-04-28,1
50,block_140_trip_18_service_1,,50.082191467285156,19.88336753845215,270.0,0.0,2025-04-28 22:57:40,stop_103_13507,21,2025-04-28,1
51,block_203_trip_19_service_1,,50.034061431884766,19.945451736450195,135.0,0.0,2025-04-28 22:57:44,stop_438_61901,12,2025-04-28,1
56,block_488_trip_15_service_1,,50.00773239135742,20.015451431274414,270.0,0.0,2025-04-28 22:57:39,stop_1068_258602,3,2025-04-28,1
58,block_492_trip_15_service_1,,50.01738739013672,19.990243911743164,135.0,0.0,2025-04-28 22:57:39,stop_484_68205,18,2025-04-28,1
61,block_485_trip_17_service_1,,50.10531234741211,19.963542938232422,0.0,0.0,2025-04-28 22:57:45,stop_3077_378504,1,2025-04-28,1
71,block_200_trip_19_service_1,,50.00454330444336,19.959861755371094,90.0,0.0,2025-04-28 22:57:36,stop_498_71002,23,2025-04-28,1
75,block_155_trip_18_service_1,,50.0842399597168,19.952985763549805,45.0,0.0,2025-04-28 22:57:37,stop_66_9204,27,2025-04-28,1
76,block_153_trip_19_service_1,,50.04930114746094,19.93142318725586,180.0,0.0,2025-04-28 22:57:41,stop_2108_333803,22,2025-04-28,1
78,block_151_trip_19_service_1,,50.042877197265625,19.935243606567383,0.0,0.0,2025-04-28 22:57:44,stop_1200_280802,10,2025-04-28,1
79,block_149_trip_20_service_1,,50.10430908203125,19.96388816833496,135.0,0.0,2025-04-28 22:57:42,stop_3077_378504,31,2025-04-28,1
115,block_349_trip_29_service_1,,50.10993576049805,20.009618759155273,270.0,0.0,2025-04-28 22:57:42,stop_1304_295902,5,2025-04-28,1
118,block_406_trip_24_service_1,,50.117244720458984,20.012222290039062,0.0,0.0,2025-04-28 22:57:36,stop_1866_316601,12,2025-04-28,1
125,block_117_trip_35_service_1,,50.0152473449707,20.023576736450195,90.0,0.0,2025-04-28 22:57:41,stop_1748_317502,3,2025-04-28,1
132,block_24_trip_48_service_1,,49.979942321777344,19.918495178222656,0.0,0.0,2025-04-28 22:57:44,stop_2095_332602,9,2025-04-28,1
134,block_26_trip_27_service_1,,50.07499313354492,20.034027099609375,45.0,0.0,2025-04-28 22:57:41,stop_300_41501,20,2025-04-28,1
138,block_14_trip_21_service_1,,50.091552734375,20.032188415527344,315.0,0.0,2025-04-28 22:57:36,stop_2810_368001,32,2025-04-28,1
139,block_27_trip_29_service_1,,50.1063117980957,20.043853759765625,315.0,0.0,2025-04-28 22:57:39,stop_324_44701,1,2025-04-28,1
144,block_393_trip_24_service_1,,50.149295806884766,19.93256950378418,135.0,0.0,2025-04-28 22:57:38,stop_2114_334301,17,2025-04-28,1
145,block_130_trip_20_service_1,,50.07283020019531,20.117708206176758,90.0,0.0,2025-04-28 22:57:42,stop_2810_368002,1,2025-04-28,1
224,block_411_trip_28_service_1,,50.061988830566406,19.805416107177734,270.0,0.0,2025-04-28 22:57:45,stop_126_16102,8,2025-04-28,1
229,block_346_trip_15_service_1,,50.0404167175293,19.83878517150879,45.0,0.0,2025-04-28 22:57:42,stop_198_26302,30,2025-04-28,1
230,block_413_trip_28_service_1,,50.04608917236328,19.932950973510742,180.0,0.0,2025-04-28 22:57:43,stop_1201_281201,1,2025-04-28,1
231,block_412_trip_27_service_1,,50.055973052978516,19.927326202392578,0.0,0.0,2025-04-28 22:57:42,stop_237_31903,3,2025-04-28,1
232,block_414_trip_27_service_1,,50.065242767333984,19.820798873901367,45.0,0.0,2025-04-28 22:57:45,stop_118_15101,2,2025-04-28,1
233,block_216_trip_45_service_1,,49.99998474121094,19.89906120300293,45.0,0.0,2025-04-28 22:57:39,stop_645_93501,1,2025-04-28,1
234,block_223_trip_23_service_1,,50.06510925292969,19.878610610961914,315.0,0.0,2025-04-28 22:57:43,stop_109_14201,13,2025-04-28,1
237,block_116_trip_30_service_1,,50.01543045043945,20.00208282470703,45.0,0.0,2025-04-28 22:57:42,stop_483_68104,5,2025-04-28,1
238,block_266_trip_17_service_1,,50.01757049560547,19.977222442626953,180.0,0.0,2025-04-28 22:57:44,stop_502_71604,12,2025-04-28,1
239,block_366_trip_24_service_1,,49.998939514160156,19.859861373901367,270.0,0.0,2025-04-28 22:57:41,stop_1079_259802,6,2025-04-28,1
242,block_126_trip_24_service_1,,50.044219970703125,19.985937118530273,135.0,0.0,2025-04-28 22:57:45,stop_402_56201,5,2025-04-28,1
243,block_131_trip_29_service_1,,49.968482971191406,19.830034255981445,135.0,0.0,2025-04-28 22:57:40,stop_549_77901,14,2025-04-28,1
244,block_322_trip_18_service_1,,50.011512756347656,19.926389694213867,45.0,0.0,2025-04-28 22:57:42,stop_530_74704,1,2025-04-28,1
245,block_291_trip_21_service_1,,50.04606628417969,19.932777404785156,180.0,0.0,2025-04-28 22:57:36,stop_1201_281201,1,2025-04-28,1
246,block_345_trip_16_service_1,,50.051326751708984,19.90829849243164,225.0,0.0,2025-04-28 22:57:42,stop_229_31001,2,2025-04-28,1
251,block_405_trip_23_service_1,,49.952789306640625,19.72941017150879,0.0,0.0,2025-04-28 22:57:34,stop_2900_371602,9,2025-04-28,1
259,block_409_trip_19_service_1,,50.07822799682617,19.880138397216797,180.0,0.0,2025-04-28 22:57:35,stop_103_13505,26,2025-04-28,1
260,block_218_trip_19_service_1,,50.069435119628906,19.926979064941406,45.0,0.0,2025-04-28 22:57:40,stop_55_7903,23,2025-04-28,1
266,block_317_trip_14_service_1,,50.170955657958984,20.0688533782959,0.0,0.0,2025-04-28 22:57:39,stop_2058_329001,24,2025-04-28,1
268,block_365_trip_21_service_1,,50.15635681152344,20.144617080688477,180.0,0.0,2025-04-28 22:57:37,stop_2565_358501,2,2025-04-28,1
270,block_145_trip_57_service_1,,50.08793258666992,19.913818359375,90.0,0.0,2025-04-28 22:57:40,stop_37_5501,5,2025-04-28,1
273,block_340_trip_20_service_1,,50.10487747192383,19.748958587646484,90.0,0.0,2025-04-28 22:57:40,stop_2212_342301,9,2025-04-28,1
275,block_343_trip_19_service_1,,50.0785026550293,19.87996482849121,225.0,0.0,2025-04-28 22:57:37,stop_103_13506,23,2025-04-28,1
276,block_342_trip_18_service_1,,50.109161376953125,19.825382232666016,270.0,0.0,2025-04-28 22:57:40,stop_2454_351401,10,2025-04-28,1
277,block_325_trip_20_service_1,,50.08025360107422,19.892118453979492,180.0,0.0,2025-04-28 22:57:37,stop_2309_345906,1,2025-04-28,1
279,block_296_trip_14_service_1,,50.13569641113281,20.11347198486328,45.0,0.0,2025-04-28 22:57:42,stop_2060_329202,16,2025-04-28,1
280,block_309_trip_24_service_1,,50.083831787109375,19.845937728881836,315.0,0.0,2025-04-28 22:57:45,stop_2513_356401,7,2025-04-28,1
285,block_269_trip_27_service_1,,50.08932113647461,19.938610076904297,180.0,0.0,2025-04-28 22:57:40,stop_1853_320304,16,2025-04-28,1
290,block_127_trip_18_service_1,,50.0728759765625,20.121631622314453,90.0,0.0,2025-04-28 22:57:41,stop_2810_368002,1,2025-04-28,1
291,block_461_trip_24_service_1,,50.07485580444336,19.936111450195312,180.0,0.0,2025-04-28 22:57:45,stop_50_7186,1,2025-04-28,1
299,block_460_trip_20_service_1,,50.17512512207031,19.89670181274414,315.0,0.0,2025-04-28 22:57:41,stop_1992_327101,14,2025-04-28,1
302,block_333_trip_27_service_1,,49.97515869140625,19.858646392822266,0.0,0.0,2025-04-28 22:57:40,stop_1209_285302,6,2025-04-28,1
303,block_350_trip_21_service_1,,49.902496337890625,19.76854133605957,315.0,0.0,2025-04-28 22:57:38,stop_2100_333001,1,2025-04-28,1
305,block_73_trip_32_service_1,,50.058204650878906,19.8555908203125,180.0,0.0,2025-04-28 22:57:36,stop_113_14601,11,2025-04-28,1
308,block_449_trip_19_service_1,,50.05929946899414,19.9244441986084,180.0,0.0,2025-04-28 22:57:40,stop_1654_314104,16,2025-04-28,1
311,block_244_trip_23_service_1,,50.04023361206055,20.000728607177734,225.0,0.0,2025-04-28 22:57:36,stop_2078_331005,1,2025-04-28,1
313,block_379_trip_16_service_1,,50.04137420654297,19.643402099609375,90.0,0.0,2025-04-28 22:57:35,stop_2315_346301,34,2025-04-28,1
315,block_337_trip_22_service_1,,50.011512756347656,19.926389694213867,45.0,0.0,2025-04-28 22:57:42,stop_530_74704,1,2025-04-28,1
319,block_77_trip_25_service_1,,50.0101432800293,19.94878578186035,0.0,0.0,2025-04-28 22:57:42,stop_526_74301,11,2025-04-28,1
321,block_542_trip_8_service_1,,50.09996795654297,19.94732093811035,0.0,0.0,2025-04-28 22:57:40,stop_22_3102,6,2025-04-28,1
322,block_399_trip_23_service_1,,50.102325439453125,19.861770629882812,45.0,0.0,2025-04-28 22:57:37,stop_2159_299002,16,2025-04-28,1
325,block_372_trip_18_service_1,,50.088409423828125,19.931076049804688,270.0,0.0,2025-04-28 22:57:39,stop_2961_372407,1,2025-04-28,1
326,block_157_trip_37_service_1,,50.072784423828125,20.117778778076172,90.0,0.0,2025-04-28 22:57:36,stop_0_0,15,2025-04-28,1
328,block_221_trip_20_service_1,,50.0621223449707,19.805208206176758,315.0,0.0,2025-04-28 22:57:44,stop_0_0,25,2025-04-28,1
335,block_11_trip_38_service_1,,50.02460861206055,19.95916748046875,180.0,0.0,2025-04-28 22:57:41,stop_891_125404,15,2025-04-28,1
336,block_463_trip_25_service_1,,50.09918212890625,19.92534637451172,135.0,0.0,2025-04-28 22:57:42,stop_2961_372408,15,2025-04-28,1
337,block_13_trip_37_service_1,,49.9992561340332,19.988645553588867,0.0,0.0,2025-04-28 22:57:42,stop_1075_259401,7,2025-04-28,1
338,block_186_trip_32_service_1,,49.98073959350586,19.87302017211914,0.0,0.0,2025-04-28 22:57:42,stop_548_77202,16,2025-04-28,1
