vehicle_id,trip_id,route_id,latitude,longitude,bearing,speed,timestamp,stop_id,current_stop_sequence,current_date,day
8,block_96_trip_15_service_1,,50.0842399597168,19.91604232788086,180.0,0.0,2025-04-28 20:42:19,stop_1535_306902,6,2025-04-28,1
10,block_142_trip_15_service_1,,50.01481246948242,19.970312118530273,135.0,0.0,2025-04-28 20:42:24,stop_502_71604,29,2025-04-28,1
16,block_100_trip_13_service_1,,50.00875473022461,20.01093864440918,45.0,0.0,2025-04-28 20:42:20,stop_1068_258602,1,2025-04-28,1
17,block_104_trip_12_service_1,,50.042991638183594,19.934478759765625,180.0,0.0,2025-04-28 20:42:19,stop_432_61003,18,2025-04-28,1
18,block_135_trip_13_service_1,,50.01481246948242,19.970312118530273,135.0,0.0,2025-04-28 20:42:22,stop_502_71604,29,2025-04-28,1
19,block_136_trip_14_service_1,,50.049800872802734,19.931318283081055,180.0,0.0,2025-04-28 20:42:20,stop_2108_333803,21,2025-04-28,1
20,block_137_trip_15_service_1,,50.08207702636719,19.883264541625977,90.0,0.0,2025-04-28 20:42:23,stop_103_13508,10,2025-04-28,1
21,block_191_trip_18_service_1,,50.0148811340332,19.950416564941406,0.0,0.0,2025-04-28 20:42:22,stop_641_92302,5,2025-04-28,1
23,block_141_trip_16_service_1,,50.0546989440918,19.92795181274414,315.0,0.0,2025-04-28 20:42:20,stop_237_31903,10,2025-04-28,1
24,block_194_trip_16_service_1,,50.00447463989258,19.960416793823242,90.0,0.0,2025-04-28 20:42:22,stop_498_71002,1,2025-04-28,1
29,block_170_trip_13_service_1,,50.0286865234375,19.954132080078125,180.0,0.0,2025-04-28 20:42:16,stop_892_125501,19,2025-04-28,1
33,block_171_trip_15_service_1,,50.06886672973633,19.910486221313477,90.0,0.0,2025-04-28 20:42:22,stop_1230_287802,8,2025-04-28,1
34,block_172_trip_15_service_1,,50.08665466308594,19.908889770507812,180.0,0.0,2025-04-28 20:42:23,stop_36_5401,1,2025-04-28,1
37,block_174_trip_14_service_1,,50.074493408203125,19.888368606567383,0.0,0.0,2025-04-28 20:42:25,stop_105_13702,22,2025-04-28,1
42,block_102_trip_14_service_1,,50.00968933105469,20.009374618530273,135.0,0.0,2025-04-28 20:42:20,stop_1068_258601,28,2025-04-28,1
46,block_196_trip_18_service_1,,50.00469970703125,19.958993911743164,135.0,0.0,2025-04-28 20:42:18,stop_498_71002,23,2025-04-28,1
47,block_199_trip_19_service_1,,50.071895599365234,19.929027557373047,225.0,0.0,2025-04-28 20:42:22,stop_55_7904,4,2025-04-28,1
50,block_140_trip_16_service_1,,50.08107376098633,19.868160247802734,270.0,0.0,2025-04-28 20:42:25,stop_3_501,23,2025-04-28,1
51,block_203_trip_16_service_1,,50.05986785888672,19.92506980895996,0.0,0.0,2025-04-28 20:42:25,stop_1626_311101,19,2025-04-28,1
56,block_488_trip_12_service_1,,50.014564514160156,19.997188568115234,135.0,0.0,2025-04-28 20:42:23,stop_484_68205,18,2025-04-28,1
57,block_147_trip_16_service_1,,50.0941047668457,19.945520401000977,0.0,0.0,2025-04-28 20:42:18,stop_27_3601,25,2025-04-28,1
58,block_492_trip_13_service_1,,50.06975555419922,19.926597595214844,180.0,0.0,2025-04-28 20:42:18,stop_55_7904,10,2025-04-28,1
61,block_485_trip_14_service_1,,50.06941223144531,19.926979064941406,0.0,0.0,2025-04-28 20:42:19,stop_55_7903,13,2025-04-28,1
71,block_200_trip_17_service_1,,50.06779479980469,19.94527816772461,0.0,0.0,2025-04-28 20:42:16,stop_1089_260807,1,2025-04-28,1
75,block_155_trip_15_service_1,,50.08207702636719,19.951562881469727,225.0,0.0,2025-04-28 20:42:16,stop_2339_346902,13,2025-04-28,1
76,block_153_trip_17_service_1,,50.048160552978516,19.931806564331055,180.0,0.0,2025-04-28 20:42:16,stop_2108_333803,23,2025-04-28,1
77,block_152_trip_20_service_1,,50.02508544921875,19.9594783782959,180.0,0.0,2025-04-28 20:42:22,stop_0_0,34,2025-04-28,1
78,block_151_trip_17_service_1,,50.059730529785156,19.925138473510742,315.0,0.0,2025-04-28 20:42:25,stop_1654_314105,20,2025-04-28,1
79,block_149_trip_18_service_1,,50.1046028137207,19.963472366333008,315.0,0.0,2025-04-28 20:42:15,stop_3077_378504,36,2025-04-28,1
81,block_198_trip_19_service_1,,50.02253723144531,19.960521697998047,180.0,0.0,2025-04-28 20:42:17,stop_2596_362002,17,2025-04-28,1
115,block_349_trip_26_service_1,,50.096744537353516,19.974306106567383,315.0,0.0,2025-04-28 20:42:19,stop_73_10101,1,2025-04-28,1
118,block_406_trip_21_service_1,,50.11658477783203,19.968090057373047,135.0,0.0,2025-04-28 20:42:20,stop_3076_378302,14,2025-04-28,1
125,block_117_trip_31_service_1,,50.01597595214844,20.037500381469727,90.0,0.0,2025-04-28 20:42:23,stop_1905_323402,6,2025-04-28,1
126,block_300_trip_21_service_1,,50.02540588378906,19.957916259765625,0.0,0.0,2025-04-28 20:42:20,stop_447_63006,16,2025-04-28,1
129,block_356_trip_36_service_1,,50.011558532714844,19.926353454589844,45.0,0.0,2025-04-28 20:42:16,stop_530_74704,1,2025-04-28,1
132,block_24_trip_42_service_1,,50.01129150390625,19.926719665527344,0.0,0.0,2025-04-28 20:42:21,stop_530_74704,1,2025-04-28,1
134,block_26_trip_24_service_1,,50.086997985839844,20.046632766723633,90.0,0.0,2025-04-28 20:42:25,stop_1029_254202,6,2025-04-28,1
137,block_94_trip_44_service_1,,50.074832916259766,19.936180114746094,180.0,0.0,2025-04-28 20:42:20,stop_50_7186,1,2025-04-28,1
139,block_27_trip_25_service_1,,50.07503890991211,20.03420066833496,45.0,0.0,2025-04-28 20:42:25,stop_300_41501,21,2025-04-28,1
142,block_93_trip_43_service_1,,50.08348846435547,19.926389694213867,90.0,0.0,2025-04-28 20:42:22,stop_42_6002,6,2025-04-28,1
144,block_393_trip_22_service_1,,50.104217529296875,19.963333129882812,90.0,0.0,2025-04-28 20:42:20,stop_3077_378504,1,2025-04-28,1
145,block_130_trip_18_service_1,,50.05499267578125,20.20232582092285,315.0,0.0,2025-04-28 20:42:16,stop_2222_342702,15,2025-04-28,1
201,block_382_trip_22_service_1,,49.940582275390625,19.771181106567383,225.0,0.0,2025-04-28 20:42:22,stop_765_109202,18,2025-04-28,1
224,block_411_trip_25_service_1,,50.06761169433594,19.845312118530273,90.0,0.0,2025-04-28 20:42:18,stop_118_15101,2,2025-04-28,1
227,block_111_trip_41_service_1,,50.0121955871582,19.9114933013916,45.0,0.0,2025-04-28 20:42:23,stop_1085_260402,5,2025-04-28,1
229,block_346_trip_13_service_1,,50.036224365234375,19.824825286865234,45.0,0.0,2025-04-28 20:42:21,stop_200_26502,28,2025-04-28,1
230,block_413_trip_24_service_1,,50.05791091918945,19.915069580078125,270.0,0.0,2025-04-28 20:42:21,stop_667_96301,5,2025-04-28,1
231,block_412_trip_24_service_1,,50.0716438293457,19.800207138061523,270.0,0.0,2025-04-28 20:42:14,stop_1215_286101,1,2025-04-28,1
232,block_414_trip_23_service_1,,50.046226501464844,19.932777404785156,225.0,0.0,2025-04-28 20:42:15,stop_1201_281201,7,2025-04-28,1
233,block_216_trip_40_service_1,,50.011444091796875,19.92649269104004,45.0,0.0,2025-04-28 20:42:20,stop_530_74704,1,2025-04-28,1
234,block_223_trip_20_service_1,,50.07023239135742,19.945833206176758,180.0,0.0,2025-04-28 20:42:06,stop_744_106001,20,2025-04-28,1
237,block_116_trip_26_service_1,,50.0096435546875,20.0416316986084,135.0,0.0,2025-04-28 20:42:19,stop_628_90302,14,2025-04-28,1
238,block_266_trip_15_service_1,,50.007686614990234,19.933298110961914,225.0,0.0,2025-04-28 20:42:23,stop_525_74202,19,2025-04-28,1
239,block_366_trip_21_service_1,,49.96855163574219,19.81253433227539,45.0,0.0,2025-04-28 20:42:19,stop_759_108601,10,2025-04-28,1
242,block_126_trip_21_service_1,,50.0359992980957,20.01534652709961,270.0,0.0,2025-04-28 20:42:17,stop_1057_257401,11,2025-04-28,1
243,block_131_trip_25_service_1,,49.99442672729492,19.85100746154785,225.0,0.0,2025-04-28 20:42:22,stop_2798_366001,7,2025-04-28,1
244,block_322_trip_15_service_1,,49.97880172729492,19.91034698486328,90.0,0.0,2025-04-28 20:42:19,stop_1182_277201,25,2025-04-28,1
245,block_291_trip_18_service_1,,50.04750061035156,19.88864517211914,90.0,0.0,2025-04-28 20:42:22,stop_1014_251802,26,2025-04-28,1
246,block_345_trip_13_service_1,,50.00989532470703,19.765104293823242,270.0,0.0,2025-04-28 20:42:25,stop_973_137002,4,2025-04-28,1
248,block_187_trip_29_service_1,,50.01153564453125,19.926319122314453,45.0,0.0,2025-04-28 20:42:16,stop_530_74704,1,2025-04-28,1
249,block_272_trip_20_service_1,,50.069366455078125,19.707534790039062,270.0,0.0,2025-04-28 20:41:00,stop_1656_271501,35,2025-04-28,1
251,block_405_trip_20_service_1,,49.927528381347656,19.738750457763672,225.0,0.0,2025-04-28 20:42:18,stop_2103_333301,25,2025-04-28,1
259,block_409_trip_17_service_1,,50.08367156982422,19.78611183166504,90.0,0.0,2025-04-28 20:42:15,stop_170_22202,12,2025-04-28,1
261,block_411_trip_26_service_1,,50.091552734375,20.03208351135254,135.0,0.0,2025-04-28 20:42:18,stop_1201_281201,7,2025-04-28,1
262,block_401_trip_25_service_1,,50.08838653564453,19.931528091430664,270.0,0.0,2025-04-28 20:42:23,stop_44_6201,12,2025-04-28,1
266,block_317_trip_13_service_1,,50.127017974853516,20.187881469726562,270.0,0.0,2025-04-28 20:42:22,stop_2051_328301,1,2025-04-28,1
268,block_365_trip_18_service_1,,50.080528259277344,20.02979278564453,45.0,0.0,2025-04-28 20:42:24,stop_304_42004,3,2025-04-28,1
270,block_145_trip_50_service_1,,50.088478088378906,19.923992156982422,225.0,0.0,2025-04-28 20:42:23,stop_1019_252801,2,2025-04-28,1
